ï»¿finess_et,raison_sociale,voie,adresse_complete,num_tel,num_fax,type_etablissement,date_ouverture,lat,lng,wgs84,COMMUNE,comune
930700018,UMPR PARIS EST,JEAN MOULIN,7 R JEAN MOULIN,141551070,141551079,Etablissements de Soins de Suite et de RÃ©adaptation,26667,48.8940447,2.4661309,"48.8940447, 2.4661309",NOISY LE SEC,http://www.wikidata.org/entity/Q370224
930810007,CENTRE DE SANTE MENTALE 93G14 BONDY,DUBREUIL,16 R DUBREUIL,148494426,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,28859,48.9032852,2.4759983,"48.9032852, 2.4759983",BONDY,http://www.wikidata.org/entity/Q237394
930006879,CENTRE D'ACCUEIL THERAPEUTIQUE,DE LA REPUBLIQUE,4 COUR DE LA REPUBLIQUE,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9027174,2.4804485,"48.9027174, 2.4804485",BONDY,http://www.wikidata.org/entity/Q237394
940170111,HOPITAL DE JOUR LE PERREUX,LEDRU ROLLIN,49B AV LEDRU ROLLIN,143245658,,Centres Hospitaliers,27716,48.841643,2.4996845,"48.841643, 2.4996845",LE PERREUX SUR MARNE,http://www.wikidata.org/entity/Q990408
930690334,CENTRE MEDICO-PSYCHOLOGIQUE 93-G07,VERCINGETORIX,30 R VERCINGETORIX,148665873,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9251367,2.5014437,"48.9251367, 2.5014437",AULNAY SOUS BOIS,http://www.wikidata.org/entity/Q192773
910300060,CLINIQUE GERIATRIQUE LES VALLEES,DU ROLE,86 R DU ROLE,160479500,169395797,Etablissements de Soins de Courte DurÃ©e,24187,48.7032474,2.518798,"48.7032474, 2.518798",BRUNOY,http://www.wikidata.org/entity/Q212541
940804461,C.M.P.PSY.INFANTO-JUV. - BRY/M,JULES FERRY,2 AV JULES FERRY,148815671,,Autres Etablissements de Lutte contre les Maladies Mentales,27030,48.8400048,2.5224073,"48.8400048, 2.5224073",BRY SUR MARNE,http://www.wikidata.org/entity/Q369954
930811104,APPARTEMENT THERAPEUTIQUE GAGNY,DES DAHLIAS,20 AV DES DAHLIAS,143511236,,Autres Etablissements de Lutte contre les Maladies Mentales,34335,48.8936883,2.5450364,"48.8936883, 2.5450364",GAGNY,http://www.wikidata.org/entity/Q179821
930000351,CENTRE HOSP. MAISON-BLANCHE,JEAN JAURES,3 AV JEAN JAURES,149444040,149445805,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,367,48.8628283,2.5456381,"48.8628283, 2.5456381",NEUILLY SUR MARNE,http://www.wikidata.org/entity/Q220906
940021074,CATTP ESPACE H. ZEPHIR 94G04,DU CLOS DES PERROQUETS,28 R DU CLOS DES PERROQUETS,155981056,,Autres Etablissements de Lutte contre les Maladies Mentales,40544,48.8180474,2.5463851,"48.8180474, 2.5463851",CHAMPIGNY SUR MARNE,http://www.wikidata.org/entity/Q192378
930701982,CENTRE MEDICO-PSYCHO.R.ROLLAND,ROMAIN ROLLAND,7 ALL ROMAIN ROLLAND,149366799,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.90474,2.5555132,"48.90474, 2.5555132",CLICHY SOUS BOIS,http://www.wikidata.org/entity/Q206931
940021066,CATTP 94G03 - CH LES MURETS,DES CHRYSANTEMES,4 R DES CHRYSANTEMES,153881006,,Autres Etablissements de Lutte contre les Maladies Mentales,28126,48.8105412,2.5587932,"48.8105412, 2.5587932",CHAMPIGNY SUR MARNE,http://www.wikidata.org/entity/Q192378
770803187,CENTRE MEDICO-PSYCHO 77 G 13,EMILE RONNE,19 R EMILE RONNE,164276542,164671007,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9790984,2.622898,"48.9790984, 2.622898",MITRY MORY,http://www.wikidata.org/entity/Q917734
770811289,LONG SEJOUR DU CH.MELUN,FRETEAU DE PENY,R FRETEAU DE PENY,164716133,164716504,Etablissements de Soins de Longue DurÃ©e,31611,48.5386165,2.6661942,"48.5386165, 2.6661942",MELUN,http://www.wikidata.org/entity/Q41139
770006138,KORIAN PSY DU PAYS DE SEINE,DE L'ISLE SAINT PIERRE,1 R DE L'ISLE SAINT PIERRE,164811515,160590108,Autres Etablissements de Lutte contre les Maladies Mentales,38187,48.481445,2.707359,"48.481445, 2.707359",BOIS LE ROI,http://www.wikidata.org/entity/Q271959
770006138,KORIAN PSY DU PAYS DE SEINE,DE L'ISLE SAINT PIERRE,1 R DE L'ISLE SAINT PIERRE,164811515,160590108,Autres Etablissements de Lutte contre les Maladies Mentales,38187,48.481445,2.707359,"48.481445, 2.707359",BOIS LE ROI,http://www.wikidata.org/entity/Q1009584
770811461,CENTRE MEDICO-PSY,DES FOSSES,20 R DES FOSSES,160705152,160708637,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.3714803,2.8151404,"48.3714803, 2.8151404",MORET SUR LOING,http://www.wikidata.org/entity/Q839537
770803179,CMP MEAUX PIERRE COLLINET  77G11,DE LA CONCORDE,40 AV DE LA CONCORDE,160251100,160441375,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9513558,2.9105034,"48.9513558, 2.9105034",MEAUX,http://www.wikidata.org/entity/Q207620
770009389,CATTP MONTEREAU,D'ALEMBERT,10B TSSE D'ALEMBERT,164451900,,Autres Etablissements de Lutte contre les Maladies Mentales,35432,48.384734,2.956193,"48.384734, 2.956193",MONTEREAU FAULT YONNE,http://www.wikidata.org/entity/Q242191
770007078,CATTP 77I04,BERTRAND FLORNOY,62 R BERTRAND FLORNOY,164032237,164751399,Autres Etablissements de Lutte contre les Maladies Mentales,38150,48.8097014,3.0827256,"48.8097014, 3.0827256",COULOMMIERS,http://www.wikidata.org/entity/Q251731
780000378,HOPITAL LOCAL DE HOUDAN,DE PARIS,42 R DE PARIS,130461800,130461859,HÃ´pitaux Locaux,4019,48.7927308,1.6004891,"48.7927308, 1.6004891",HOUDAN,http://www.wikidata.org/entity/Q389485
780809505,CENTRE MEDICO-PSY. SECT 78 G 16,DE PARIS,42 R DE PARIS,130596056,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.7927308,1.6004891,"48.7927308, 1.6004891",HOUDAN,http://www.wikidata.org/entity/Q389485
950100024,GPE HOSP ARMAND TROUSSEAU-ROCHE GUYON,DE L'HOPITAL,1 R DE L'HOPITAL,130638330,130638333,Centres Hospitaliers RÃ©gionaux,1556,49.0801282,1.6258936,"49.0801282, 1.6258936",LA ROCHE GUYON,http://www.wikidata.org/entity/Q837592
780019550,CMP 78G01,DU MARECHAL JUIN,222 BD DU MARECHAL JUIN,134772690,,Autres Etablissements de Lutte contre les Maladies Mentales,39448,48.9946588,1.6947573,"48.9946588, 1.6947573",MANTES LA JOLIE,http://www.wikidata.org/entity/Q207253
780821757,CTRE MEDICO PSYCHOLOGIQUE 78G16,SADI CARNOT,55 R SADI CARNOT,134830659,130462234,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6482218,1.830715,"48.6482218, 1.830715",RAMBOUILLET,http://www.wikidata.org/entity/Q191119
780003489,CMP INFANTO - JUVENILE  78 I 07,DES VERGERS,ALL DES VERGERS,134758190,134751581,Autres Etablissements de Lutte contre les Maladies Mentales,37727,48.913262,1.8520236,"48.913262, 1.8520236",MAULE,http://www.wikidata.org/entity/Q751559
780821773,CENTRE MEDICO-PSY. 78 I 05,DU BAZOIS,2 SQ DU BAZOIS,130500915,130504690,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.762121,1.9426057,"48.762121, 1.9426057",MAUREPAS,http://www.wikidata.org/entity/Q94477
780821773,CENTRE MEDICO-PSY. 78 I 05,DU BAZOIS,2 SQ DU BAZOIS,130500915,130504690,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.762121,1.9426057,"48.762121, 1.9426057",MAUREPAS,http://www.wikidata.org/entity/Q397421
780809471,CMP 78I02,DU CHAMP GAILLARD,10 R DU CHAMP GAILLARD,139275888,139274451,Autres Etablissements de Lutte contre les Maladies Mentales,36880,48.9194648,2.0219685,"48.9194648, 2.0219685",POISSY,http://www.wikidata.org/entity/Q457
780013629,HOPITAL DE JOUR EXTENSION,DU GENERAL DE GAULLE,117B R DU GENERAL DE GAULLE,130742169,,Autres Etablissements de Lutte contre les Maladies Mentales,38741,48.9282633,2.0445898,"48.9282633, 2.0445898",POISSY,http://www.wikidata.org/entity/Q457
950008649,CMP,DE ROUEN,7 R DE ROUEN,130306739,130306740,Autres Etablissements de Lutte contre les Maladies Mentales,39085,49.0497457,2.0911242,"49.0497457, 2.0911242",PONTOISE,http://www.wikidata.org/entity/Q201352
950000364,CENTRE HOSPITALIER RENE DUBOS,DE L'ILE DE FRANCE,6 AV DE L'ILE DE FRANCE,130754040,130755366,Centres Hospitaliers,1556,49.0644797,2.094137,"49.0644797, 2.094137",PONTOISE,http://www.wikidata.org/entity/Q201352
780000436,CENTRE HOSP. DES COURSES,EGLE,19B AV EGLE,130863636,130863600,Etablissements de Soins de Courte DurÃ©e,27430,48.9501658,2.1508476,"48.9501658, 2.1508476",MAISONS LAFFITTE,http://www.wikidata.org/entity/Q463951
910808245,CMP LA HACQUINIERE,DE LA HACQUINIERE,2B R DE LA HACQUINIERE,164469036,164469036,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6962814,2.1552187,"48.6962814, 2.1552187",BURES SUR YVETTE,http://www.wikidata.org/entity/Q476865
780809364,HOPITAL DE JOUR SECT 78 G 08,JEAN JAURES,4 AV JEAN JAURES,139575466,139571544,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,33488,48.9421292,2.1626174,"48.9421292, 2.1626174",SARTROUVILLE,http://www.wikidata.org/entity/Q209101
920140019,CENTRE NATIONAL DE TRAITEMENT PSY,DU LAC,2 R DU LAC,141392900,147320994,Autres Etablissements de Lutte contre les Maladies Mentales,25935,48.8701425,2.1830828,"48.8701425, 2.1830828",RUEIL MALMAISON,http://www.wikidata.org/entity/Q193920
920300845,MAISON MEDICALE N.D. DU LAC RUEIL,DE ZURICH,2 R DE ZURICH,147148400,147148401,Etablissements de Soins de Courte DurÃ©e,16803,48.8705647,2.184211,"48.8705647, 2.184211",RUEIL MALMAISON,http://www.wikidata.org/entity/Q193920
910811355,SCE HOSPITALIER FREDERIC JOLIOT,DU GENERAL LECLERC,4 PL DU GENERAL LECLERC,169867700,,Centres Hospitaliers,1556,48.69867,2.1872302,"48.69867, 2.1872302",ORSAY,http://www.wikidata.org/entity/Q372281
950006148,CENTRE MAURER,GASTON MAURER,10 R GASTON MAURER,134341160,134340764,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.935575,2.2153667,"48.935575, 2.2153667",BEZONS,http://www.wikidata.org/entity/Q238429
920810868,CMP 92I06 ENFANTS PETIT-CLAMART,ILE-DE-FRANCE,18 R ILE-DE-FRANCE,146311118,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.78391,2.2454026,"48.78391, 2.2454026",CLAMART,http://www.wikidata.org/entity/Q194160
920100021,HOPITAL ANTOINE BECLERE AP-HP,DE LA PTE DE TRIVAUX,157 R DE LA PTE DE TRIVAUX,145374444,145374925,Centres Hospitaliers RÃ©gionaux,367,48.7885168,2.2549009,"48.7885168, 2.2549009",CLAMART,http://www.wikidata.org/entity/Q194160
950806497,APPARTEMENT THERAPEUTIQUE ARMME,TOULOUSE LAUTREC,11 R TOULOUSE LAUTREC,,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.99405,2.255238,"48.99405, 2.255238",ERMONT,http://www.wikidata.org/entity/Q239123
750300774,CLINIQUE JOUVENET,JOUVENET,6 SQ JOUVENET,142154215,142154015,Etablissements de Soins de Courte DurÃ©e,20897,48.8422877,2.2661735,"48.8422877, 2.2661735",PARIS,http://www.wikidata.org/entity/Q90
920310026,CLIN. NEURO-PSY LES PERVENCHES,DES MOULINS A VENT,12 R DES MOULINS A VENT,826207032,141135101,Autres Etablissements de Lutte contre les Maladies Mentales,27395,48.7949824,2.2778673,"48.7949824, 2.2778673",FONTENAY AUX ROSES,http://www.wikidata.org/entity/Q269166
910310028,CLINIQUE DU CHATEAU DE VILLEBOUZIN,ANDRE CHERMETTE,R ANDRE CHERMETTE,169632000,169632100,Autres Etablissements de Lutte contre les Maladies Mentales,24201,48.6554334,2.2801507,"48.6554334, 2.2801507",LONGPONT SUR ORGE,http://www.wikidata.org/entity/Q247627
950015354,CENTRE MEDICO-PSYCHOLOGIQUE I05,LEON GODIN,7 R LEON GODIN,134704970,139376761,Autres Etablissements de Lutte contre les Maladies Mentales,36516,49.1404842,2.2846828,"49.1404842, 2.2846828",BEAUMONT SUR OISE,http://www.wikidata.org/entity/Q243212
950809293,HOPITAL DE JOUR G08,NATIONALE,6B R NATIONALE,134700849,,Centres Hospitaliers,1556,49.1429004,2.2849376,"49.1429004, 2.2849376",BEAUMONT SUR OISE,http://www.wikidata.org/entity/Q243212
750005829,CENTRE SAINT DIDIER,SAINT DIDIER,29 R SAINT DIDIER,147556348,147554210,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,34343,48.8663942,2.2855778,"48.8663942, 2.2855778",PARIS,http://www.wikidata.org/entity/Q90
750300667,MATERNITE SAINTE FELICITE,SAINT LAMBERT,37 R SAINT LAMBERT,153685858,153685859,Etablissements de Soins de Courte DurÃ©e,12042,48.8367925,2.2929899,"48.8367925, 2.2929899",PARIS,http://www.wikidata.org/entity/Q90
920024643,CATTP ADULTES,JEAN JAURES,29 R JEAN JAURES,141479465,141479463,Autres Etablissements de Lutte contre les Maladies Mentales,35796,48.9306193,2.2950665,"48.9306193, 2.2950665",GENNEVILLIERS,http://www.wikidata.org/entity/Q221968
920810488,CMP ENFANTS 92I01 DANTON,DANTON,2 R DANTON,141322550,141322520,Autres Etablissements de Lutte contre les Maladies Mentales,31413,48.9171391,2.2975581,"48.9171391, 2.2975581",GENNEVILLIERS,http://www.wikidata.org/entity/Q221968
920140027,CLINIQUE DUPRE,DU PDT ROOSEVELT,30 AV DU PDT ROOSEVELT,140915050,143509277,Autres Etablissements de Lutte contre les Maladies Mentales,20455,48.7776744,2.3005275,"48.7776744, 2.3005275",SCEAUX,http://www.wikidata.org/entity/Q370498
920140027,CLINIQUE DUPRE,DU PDT ROOSEVELT,30 AV DU PDT ROOSEVELT,140915050,143509277,Autres Etablissements de Lutte contre les Maladies Mentales,20455,48.7776744,2.3005275,"48.7776744, 2.3005275",SCEAUX,http://www.wikidata.org/entity/Q1424244
750170250,HOPITAL DE JOUR MGEN-WAGRAM,DE WAGRAM,152 AV DE WAGRAM,143187300,140539685,Autres Etablissements de Lutte contre les Maladies Mentales,25569,48.8865064,2.304545,"48.8865064, 2.304545",PARIS,http://www.wikidata.org/entity/Q90
750050775,HOPITAL DE JOUR - BRUNE,BRUNE,26 BD BRUNE,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,40555,48.8270097,2.3077751,"48.8270097, 2.3077751",PARIS,http://www.wikidata.org/entity/Q90
750170227,HOPITAL DE JOUR CAMILLE CLAUDEL,DE VAUGIRARD,178 R DE VAUGIRARD,147270360,,Autres Etablissements de Lutte contre les Maladies Mentales,25394,48.8422161,2.3102443,"48.8422161, 2.3102443",PARIS,http://www.wikidata.org/entity/Q90
750813628,CENTRE RIDDER,DE RIDDER,3 R DE RIDDER,145450730,145454024,Autres Etablissements de Lutte contre les Maladies Mentales,30045,48.8311258,2.3118698,"48.8311258, 2.3118698",PARIS,http://www.wikidata.org/entity/Q90
920001369,CTRE LONG MOYEN SEJOUR FOND ROGUET,GEORGES BOISSEAU,58 R GEORGES BOISSEAU,141404600,141404749,Centres Hospitaliers,31473,48.9068165,2.3134686,"48.9068165, 2.3134686",CLICHY,http://www.wikidata.org/entity/Q201982
910012608,CMP 91I05,DU PRESIDENT F. MITTERAND,2B AV DU PRESIDENT F. MITTERAND,169109070,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38718,48.7004897,2.3151095,"48.7004897, 2.3151095",CHILLY MAZARIN,http://www.wikidata.org/entity/Q247241
950000356,C.H. EAUBONNE MONTMORENCY -SIMONE VEIL,JEAN MOULIN,1 R JEAN MOULIN,134066000,134066060,Centres Hospitaliers,367,48.9868707,2.3175378,"48.9868707, 2.3175378",MONTMORENCY,http://www.wikidata.org/entity/Q316891
750710782,CMP ADULTES FRANÃ‡OISE MINKOWSKA,JACQUEMONT,12 R JACQUEMONT,153068484,153068485,Autres Etablissements de Lutte contre les Maladies Mentales,23105,48.8880292,2.3227945,"48.8880292, 2.3227945",PARIS,http://www.wikidata.org/entity/Q90
950015404,CENTRE DE L'ALLEE NORMANDE,NORMANDE,8B ALL NORMANDE,134391500,134391519,Autres Etablissements de Lutte contre les Maladies Mentales,36526,49.032699,2.3331588,"49.032699, 2.3331588",DOMONT,http://www.wikidata.org/entity/Q1166602
950015362,CMP-CATTP G14,NORMANDE,8 ALL NORMANDE,134391510,134391512,Autres Etablissements de Lutte contre les Maladies Mentales,36516,49.032699,2.3331588,"49.032699, 2.3331588",DOMONT,http://www.wikidata.org/entity/Q1166602
750100026,HOPITAL COCHIN-TARNIER AP-HP,D'ASSAS,89 R D'ASSAS,158411811,,Centres Hospitaliers RÃ©gionaux,1556,48.8418464,2.3354499,"48.8418464, 2.3354499",PARIS,http://www.wikidata.org/entity/Q90
920812492,CMP ENFANTS 92I01,D'ASNIERES,36 QU D'ASNIERES,141479080,141479089,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9328868,2.3356872,"48.9328868, 2.3356872",VILLENEUVE LA GARENNE,http://www.wikidata.org/entity/Q225451
940000433,CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL,DU PARC,7 R DU PARC,146630025,146636310,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.7923406,2.3363946,"48.7923406, 2.3363946",CACHAN,http://www.wikidata.org/entity/Q209005
750005969,CENTRE LA TOUR D'AUVERGNE,DE LA TOUR D'AUVERGNE,18 R DE LA TOUR D'AUVERGNE,142812722,142814640,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,1556,48.8790801,2.3441854,"48.8790801, 2.3441854",PARIS,http://www.wikidata.org/entity/Q90
750100356,UNITE GERONTIQUE LA COLLEGIALE AP-HP,DU FER A MOULIN,33 R DU FER A MOULIN,142348495,,Etablissements de Soins de Longue DurÃ©e,31778,48.8386888,2.3523275,"48.8386888, 2.3523275",PARIS,http://www.wikidata.org/entity/Q90
750510059,FOYER DE POST-CURE ILOT WATTEAU,DU BANQUIER,13 R DU BANQUIER,155433740,155433759,Autres Etablissements de Lutte contre les Maladies Mentales,25583,48.8358109,2.3568493,"48.8358109, 2.3568493",PARIS,http://www.wikidata.org/entity/Q90
750170300,HÃ”PITAL DE JOUR  RENE DIATKINE,DU CONVENTIONNEL CHIAPPE,6 R DU CONVENTIONNEL CHIAPPE,144067230,144067229,Autres Etablissements de Lutte contre les Maladies Mentales,26024,48.8188166,2.3631339,"48.8188166, 2.3631339",PARIS,http://www.wikidata.org/entity/Q90
940007438,CATTP STALINGRAD,STALINGRAD,42 AV STALINGRAD,142111050,146781705,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.7865011,2.3667967,"48.7865011, 2.3667967",VILLEJUIF,http://www.wikidata.org/entity/Q128466
940300445,HOPITAL PRIVE DE THIAIS,DU GENERAL DE GAULLE,112 AV DU GENERAL DE GAULLE,145602845,146872986,Etablissements de Soins de Courte DurÃ©e,25037,48.7686265,2.3690784,"48.7686265, 2.3690784",THIAIS,http://www.wikidata.org/entity/Q316452
750006538,CHS ADULTE REPUBLIQUE,REPUBLIQUE,39 AV REPUBLIQUE,143575264,143571033,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,1556,48.8653523,2.3743709,"48.8653523, 2.3743709",PARIS,http://www.wikidata.org/entity/Q90
950300277,HOPITAL PRIVE NORD PARISIEN,DE LATTRE DE TASSIGNY,3 BD DE LATTRE DE TASSIGNY,139927000,139927195,Etablissements de Soins de Courte DurÃ©e,23013,48.9810152,2.3783177,"48.9810152, 2.3783177",SARCELLES,http://www.wikidata.org/entity/Q107501
750020018,CATTP JARDIN D'ENFANTS THERAPEUTIQUE,DE FLANDRE,114 AV DE FLANDRE,142451783,146076160,Autres Etablissements de Lutte contre les Maladies Mentales,37995,48.8919202,2.3786238,"48.8919202, 2.3786238",PARIS,http://www.wikidata.org/entity/Q90
750802381,CMP ENFANTS RIQUET,DE FLANDRE,114 AV DE FLANDRE,140371350,146076160,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8919202,2.3786238,"48.8919202, 2.3786238",PARIS,http://www.wikidata.org/entity/Q90
750047771,UNITE HOSP LASALLE MAISON BLANCHE,DU GENERAL LASSALLE,10 R DU GENERAL LASSALLE,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,40561,48.88235,2.3818222,"48.88235, 2.3818222",PARIS,http://www.wikidata.org/entity/Q90
750830176,INSTITUT PAUL SIVADON FOLIE REGNAULT,DE LA FOLIE-REGNAULT,55 R DE LA FOLIE-REGNAULT,144932200,140242298,Autres Etablissements de Lutte contre les Maladies Mentales,32883,48.8607763,2.3859547,"48.8607763, 2.3859547",PARIS,http://www.wikidata.org/entity/Q90
940810914,HOPITAL DE JOUR 94G11 E.TOULOUSE,DU PETIT TONNEAU,20 ALL DU PETIT TONNEAU,146817280,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,32148,48.7911809,2.3891219,"48.7911809, 2.3891219",VITRY SUR SEINE,http://www.wikidata.org/entity/Q72248
750802274,CMP GOUBET INFANTO-JUVENIL,GOUBET,18 R GOUBET,142003026,142457640,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8858515,2.3901062,"48.8858515, 2.3901062",PARIS,http://www.wikidata.org/entity/Q90
750003253,GROUPES THERAP. CLUB SOLO,DE LA SOLIDARITE,10 R DE LA SOLIDARITE,148032865,,Autres Etablissements de Lutte contre les Maladies Mentales,31784,48.8837441,2.3914379,"48.8837441, 2.3914379",PARIS,http://www.wikidata.org/entity/Q90
750803454,HOPITAL ROBERT DEBRE AP-HP,SERRURIER,48 BD SERRURIER,140032000,140034777,Centres Hospitaliers RÃ©gionaux,32077,48.8787193,2.4019646,"48.8787193, 2.4019646",PARIS,http://www.wikidata.org/entity/Q90
750003170,CATTP ADULTES GAMBETTA,DES TOURELLES,14 R DES TOURELLES,140300298,143614734,Autres Etablissements de Lutte contre les Maladies Mentales,32687,48.874762,2.4047613,"48.874762, 2.4047613",PARIS,http://www.wikidata.org/entity/Q90
910810779,CENTRE MEDICO-PSY.91-G13,PIERRE CURIE,IMP PIERRE CURIE,169067127,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6567753,2.4093094,"48.6567753, 2.4093094",RIS ORANGIS,http://www.wikidata.org/entity/Q274237
940816515,CMP ADULTE VALMY,CADRAN,4 R CADRAN,149770043,,Autres Etablissements de Lutte contre les Maladies Mentales,23743,48.8207578,2.4125168,"48.8207578, 2.4125168",CHARENTON LE PONT,http://www.wikidata.org/entity/Q212793
930005228,CENTRE MUNICIPAL DE SANTE,NEBECKER,8 R NEBECKER,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37622,48.952179,2.416983,"48.952179, 2.416983",DUGNY,http://www.wikidata.org/entity/Q738458
940020639,HOPITAL DE JOUR CHOISY LE ROI,PASTEUR,19 R PASTEUR,,,Centres Hospitaliers,40689,48.7668731,2.4180529,"48.7668731, 2.4180529",CHOISY LE ROI,http://www.wikidata.org/entity/Q212987
930013909,CCASA MONTREUIL,DE LAGNY,112 R DE LAGNY,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.8493764,2.4193581,"48.8493764, 2.4193581",MONTREUIL,http://www.wikidata.org/entity/Q193370
930013909,CCASA MONTREUIL,DE LAGNY,112 R DE LAGNY,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.8493764,2.4193581,"48.8493764, 2.4193581",MONTREUIL,http://www.wikidata.org/entity/Q213344
930013909,CCASA MONTREUIL,DE LAGNY,112 R DE LAGNY,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.8493764,2.4193581,"48.8493764, 2.4193581",MONTREUIL,http://www.wikidata.org/entity/Q1139997
930013909,CCASA MONTREUIL,DE LAGNY,112 R DE LAGNY,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.8493764,2.4193581,"48.8493764, 2.4193581",MONTREUIL,http://www.wikidata.org/entity/Q1412936
910150085,GROUPE HOSPITALIER LES CHEMINOTS,ALPHONSE DAUDET,14 R ALPHONSE DAUDET,169001588,169522554,Etablissements de Soins de Courte DurÃ©e,9498,48.6638972,2.4217821,"48.6638972, 2.4217821",DRAVEIL,http://www.wikidata.org/entity/Q242524
930300082,CENTRE MEDICO CHIRURGICAL FLOREAL,FLOREAL,40 R FLOREAL,148977200,143638007,Etablissements de Soins de Courte DurÃ©e,24201,48.8784333,2.4311726,"48.8784333, 2.4311726",BAGNOLET,http://www.wikidata.org/entity/Q208943
930800958,CTRE MEDICO-PSYCH.REPUBLIQUE,DE LA REPUBLIQUE,2 R DE LA REPUBLIQUE,148323235,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9219749,2.4456063,"48.9219749, 2.4456063",DRANCY,http://www.wikidata.org/entity/Q201348
950802207,CENTRE MEDICO-PSY. 95 G 10,GALANDE,17 R GALANDE,130112090,130112098,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9834004,2.4487731,"48.9834004, 2.4487731",GONESSE,http://www.wikidata.org/entity/Q271659
930018841,UNITE INFANTO JUV 92I03 MONTREUIL,DE LA BOISSIERE,56 BD DE LA BOISSIERE,148586209,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,36299,48.878406,2.4533091,"48.878406, 2.4533091",MONTREUIL,http://www.wikidata.org/entity/Q193370
930018841,UNITE INFANTO JUV 92I03 MONTREUIL,DE LA BOISSIERE,56 BD DE LA BOISSIERE,148586209,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,36299,48.878406,2.4533091,"48.878406, 2.4533091",MONTREUIL,http://www.wikidata.org/entity/Q213344
930018841,UNITE INFANTO JUV 92I03 MONTREUIL,DE LA BOISSIERE,56 BD DE LA BOISSIERE,148586209,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,36299,48.878406,2.4533091,"48.878406, 2.4533091",MONTREUIL,http://www.wikidata.org/entity/Q1139997
930018841,UNITE INFANTO JUV 92I03 MONTREUIL,DE LA BOISSIERE,56 BD DE LA BOISSIERE,148586209,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,36299,48.878406,2.4533091,"48.878406, 2.4533091",MONTREUIL,http://www.wikidata.org/entity/Q1412936
930006028,UNITE PSYCHIATRIQUE DU BOIS DE BONDY,PROMENADE,13 VOI PROMENADE,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37622,48.906008,2.481875,"48.906008, 2.481875",BONDY,http://www.wikidata.org/entity/Q237394
930815550,CTRE MEDICO PSYCHO.NEUBURGER,NEUBURGER,21 PL NEUBURGER,,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9032216,2.4914071,"48.9032216, 2.4914071",BONDY,http://www.wikidata.org/entity/Q237394
950805812,CTRE MEDICO-PSYCHOLOGIQUE 95I03,DE PARIS,155 R DE PARIS,134313368,134722343,Autres Etablissements de Lutte contre les Maladies Mentales,1556,49.0482234,2.51167,"49.0482234, 2.51167",LOUVRES,http://www.wikidata.org/entity/Q908517
